WordID,SentenceNr,WordNr,Target,Surprisal,Entropy
1153,22,38,looked,6.216923533092274,8.4181185
1154,22,39,around,4.952362163928304,5.912312
1155,22,40,them,4.43325736788863,5.5432076
1156,22,41,and,2.0526132940355613,5.843164
1157,22,42,noted,8.947487502928855,6.7599216
1158,22,43,the,2.2669666742073424,4.2494445
1159,22,44,holes,10.067083321208253,11.171466
1160,22,45,in,1.8341257118633933,5.57698
1161,22,46,the,0.1376109395132488,0.92439455
1162,22,47,seven,16.09272283918638,7.4769344
1163,22,48,trees,4.2700242793134695,8.415987
1164,23,2,a,5.0754090100674984,7.5262237
1165,23,3,nucleus,15.592622916680904,10.805594
1166,23,4,has,4.970465902773504,6.1171284
1167,23,5,all,8.699749115142488,7.020955
1168,23,6,of,2.4898320020827165,3.5370882
1169,23,7,its,0.4488836652724466,1.2628325
1170,23,8,proton,6.743185636701335,5.947602
1171,23,9,shells,4.927920728854262,5.372434
1172,23,10,or,8.657935779255988,7.1612964
1173,23,11,neutron,8.390767482718363,7.401891
1174,23,12,shells,0.9223078686032287,4.2402864
1175,23,13,loaded,11.444354990696459,5.8320217
1176,23,14,to,5.30906805124815,3.6149845
1177,23,15,full,5.734114447233471,4.608931
1178,23,16,capacity,1.518041462126921,4.441896
1179,23,17,the,6.328541213990438,1.5650295
1180,23,18,layers,14.556193038050985,8.726143
1181,23,19,can,5.139934989878907,5.2680426
1182,23,20,align,11.121183837703157,6.3344946
1183,23,21,so,5.083708479997361,5.5159206
1184,23,22,well,6.8933587904629565,2.1168709
1185,23,23,that,0.343783778058775,1.6633478
1186,23,24,each,6.83063844729913,4.73776
1187,23,25,shell,2.80594595449812,6.7672954
1188,23,26,can,2.2088118678737567,5.892568
1189,23,27,spoon,19.214284537922673,7.372307
1190,23,28,intimately,18.70850087069187,4.9691386
1191,23,29,with,1.7357360982975587,3.3379695
1192,23,30,its,3.511537827825898,3.3428242
1193,23,31,attractive,15.249817351294558,4.586628
1194,23,32,neighbors,3.645103635395115,4.295801
1195,23,33,forming,7.289085025113978,3.8168573
1196,23,34,a,0.8410190335227281,4.272899
1197,23,35,more,8.406926480523326,8.837088
1198,23,36,compact,3.3337211602213834,6.4885135
1199,23,37,sphere,6.532720962403187,6.34072
1200,23,38,that,5.734753100916782,3.0410705
1201,23,39,fits,8.348605219417712,4.901861
1202,23,40,well,6.526230222974926,5.216508
1203,23,41,within,1.975218618060746,2.9713564
1204,23,42,the,0.5767359493738357,1.8459644
1205,23,43,strong,8.758986727796518,8.918749
1206,23,44,nuclear,0.4274050040827449,2.297292
1207,23,45,force's,0.08168384518114129,0.5653016
1208,23,46,area,10.846957834886334,9.18987
1209,23,47,of,0.9776469193452282,3.7389407
1210,23,48,influence,0.7710536352336841,3.1719573
1211,24,2,vehicles,8.114974528060165,11.76939
1212,24,3,have,3.8150175424720087,6.3479323
1213,24,4,a,3.253357138468083,6.6847997
